claim_id,policy_id,policyholder_id,claim_type,incident_date,filed_date,days_to_file,claim_amount,approved_amount,status,description,vehicle_id,provider_id,shop_id,law_firm_id,adjuster_id,payout_bank_account_id,submission_channel,ip_hash,device_hash,label_is_fraud,fraud_scenario
CL0007149,PO002255,PH001544,HEALTH,2024-03-02,2024-03-16,14,4517.07,3870.05,PENDING,Paper short cell dog remember let cultural huge officer record camera.,,PR000071,,,AJ000010,BA001659,AGENT,c106e3f7fff261821a7e2b97,d015adc4296a4796452dd7cd,0,
CL0007150,PO001746,PH001003,AUTO,2024-06-12,2024-06-13,1,17742.81,15059.03,APPROVED,Road mission lose house girl collection party compare every make worker hit audience pull.,VE001462,,RS000006,LF000043,AJ000040,BA000009,AGENT,2e5e47208eaa3ff6874728bd,8c6a540d1fc7c2fe692b8c2e,0,
CL0007151,PO002518,PH001481,AUTO,2025-01-25,2025-02-01,7,21863.94,17797.75,DENIED,International threat create himself fund purpose here executive stage spring phone management seem attorney cut certain.,VE000019,,RS000101,,AJ000048,BA000933,WEB,9e97d8c6805904354c24a543,58c82e6409ac83697edf758d,0,
CL0007152,PO000583,PH001570,HEALTH,2025-11-22,2025-12-06,14,9182.29,4845.92,DENIED,Republican either story create low movie sound occur animal yes turn drug.,,PR000016,,,AJ000007,BA001198,PHONE,444a722178f9172113137ae2,d473aaae0281c827c779db63,0,
CL0007153,PO001443,PH001600,AUTO,2025-02-23,2025-03-02,7,16062.98,15581.09,APPROVED,Seek play vote nor society interesting of wrong protect child form.,VE000755,,RS000132,,AJ000000,BA001309,PHONE,aa0b63694b497d12208b6af4,7b53fd3151b6d4286053eedc,1,adjuster_collusion
CL0007154,PO001483,PH002471,HOME,2025-01-13,2025-01-18,5,12664.52,10703.33,APPROVED,Note tax think class imagine to court.,,,,,AJ000043,BA001858,WEB,3a2ac6534c70a0ad05c65b39,5a33456720f23a43d5ada149,0,
CL0007155,PO000679,PH000591,HEALTH,2025-12-13,2025-12-18,5,9321.07,4694.48,PENDING,Science keep environment follow interview carry care politics admit very model bad image smile raise.,,PR000237,,,AJ000041,BA001795,WEB,20c669f1131a321afb120cc4,d17bb82c89df526919f250d5,0,
CL0007156,PO000109,PH000454,AUTO,2024-05-08,2024-05-22,14,4935.87,3479.03,PENDING,Ready radio board part film you lot receive oil quite.,VE001514,,RS000167,,AJ000026,BA000201,AGENT,d7d5cad8c5c361f8b6ee7e06,5c5ebe8a786297c2e3f4ce13,0,
CL0007157,PO002206,PH000790,AUTO,2025-09-26,2025-10-10,14,7634.77,4905.62,PENDING,Perform continue begin modern girl wish activity.,VE000554,,RS000079,,AJ000034,BA002136,AGENT,52d77ed32bf94f7e8cef27db,20ae0f6670a000b655c132de,0,
CL0007158,PO001232,PH000805,AUTO,2024-01-30,2024-02-04,5,19365.74,10457.37,APPROVED,For security take whole music sister expert pick together stay arrive.,VE001960,,RS000164,,AJ000022,BA000181,PHONE,1113bcc80878b5ea54e3d95a,02a447601fd83b6d5dd4d243,0,
CL0007159,PO002062,PH001371,AUTO,2025-09-18,2025-10-02,14,11273.71,8630.54,APPROVED,Best perhaps play start player allow toward even.,VE001166,,RS000055,,AJ000027,BA001130,PHONE,634a437f846dba77abe9650b,34b6c70a58c2c4bd83716f0b,0,
CL0007160,PO000227,PH001776,AUTO,2024-08-10,2024-08-12,2,11969.43,9156.41,APPROVED,Worry a go modern husband indicate student easy enjoy suddenly economic performance election turn recently.,VE000431,,RS000140,,AJ000047,BA001442,AGENT,e3372232ed7b3fc6338028fc,13a3a36ac73d0c8d5811e783,0,
CL0007161,PO000873,PH000435,AUTO,2024-01-07,2024-01-14,7,13192.84,9121.3,PENDING,Purpose state red guy arm staff live certain writer miss budget sure law here just.,VE001644,,RS000156,,AJ000033,BA001964,AGENT,358f65ff72748e523ddc4917,e9981309ed1a9ec59634838f,0,
CL0007162,PO000490,PH000678,AUTO,2024-09-18,2024-09-23,5,7915.94,7070.18,APPROVED,Finally forward audience response forward become recognize letter mind hold throw growth actually would.,VE001373,,RS000174,LF000009,AJ000017,BA001605,AGENT,52e88bb4838f8746ee4734e3,994675753a9bb6833bfb68cd,0,
CL0007163,PO002118,PH000499,HEALTH,2024-06-13,2024-06-18,5,3310.61,2450.1,APPROVED,Book ability break name song them information police.,,PR000118,,,AJ000027,BA001660,WEB,67775eef57a57b091ca544ea,2b91ed28dd3187b4bd361249,0,
CL0007164,PO001960,PH001939,HEALTH,2024-09-25,2024-09-30,1,12196.25,6165.0,PENDING,Others garden three skin traditional real meeting really single blue live determine building herself.,,PR000189,,LF000019,AJ000000,BA000463,AGENT,4bbb0f5706ef4a195deec101,5c2bf56fb620422d954ed299,1,triangle_lawfirm_provider
CL0007165,PO002093,PH001091,AUTO,2025-07-31,2025-08-14,14,4324.69,2711.28,APPROVED,Consumer find thousand deep college ahead political eat current.,VE001368,,RS000075,,AJ000033,BA000783,PHONE,bf201fa9a5ac67b523773e64,aeedecb2db4a5e63f963bcff,0,
CL0007166,PO002429,PH001369,AUTO,2024-03-09,2024-03-16,7,13043.73,8991.53,PENDING,State rest indeed real site employee medical mouth especially skill dinner mention way single wear his.,VE001342,,RS000112,,AJ000029,BA000269,AGENT,1522e8ef5f451c582640e95c,9e7cf572aa7b0496ca9d029b,0,
CL0007167,PO001494,PH002496,AUTO,2025-11-12,2025-11-19,7,1508.81,1003.78,APPROVED,Tough least after present buy practice until able outside huge property.,VE000829,,RS000005,LF000053,AJ000040,BA001431,AGENT,8e5741b8fd84349b7b3a5f96,72e51f79a54c7196eb991655,0,
CL0007168,PO000868,PH001363,HEALTH,2025-12-17,2025-12-18,1,15713.9,14823.03,APPROVED,Enjoy radio building relationship want million position pull later remain billion share along our magazine.,,PR000036,,,AJ000009,BA001573,PHONE,bf20a4ce14f7583ee208723d,6a30d47433e2091b78a159d8,0,
CL0007169,PO001195,PH001610,AUTO,2024-11-06,2024-11-20,14,4870.25,4296.6,APPROVED,Card dog fish compare officer these spend government standard section leader relate recent machine past.,VE001422,,RS000175,LF000004,AJ000034,BA001145,WEB,f81b7b52f606ab87d07006ad,cd20b047eeb7a477ec4e92e5,0,
CL0007170,PO000635,PH000039,HOME,2024-10-07,2024-10-10,3,5063.83,3042.48,DENIED,Point because senior force cause seek true.,,,,,AJ000025,BA001798,AGENT,64ed9843b4354b08b561718b,d0a08660c5a221f312c13401,0,
CL0007171,PO000986,PH002173,AUTO,2025-03-27,2025-04-10,14,15425.35,13494.42,APPROVED,Network effort security ball support these report before law resource short feel.,VE001619,,RS000110,LF000039,AJ000035,BA001818,AGENT,7f390f590014cadf34873c5e,fd3cb1569da9a837cffffde2,0,
CL0007172,PO001795,PH001103,HEALTH,2025-08-03,2025-08-10,7,4764.57,2842.13,APPROVED,Result century former wait give police through step deep add.,,PR000177,,,AJ000043,BA001332,PHONE,3e338cf2a9e126f8a9af269c,da11554d6f14e33fe6d30dae,0,
CL0007173,PO002441,PH000000,AUTO,2025-03-11,2025-03-16,3,18433.29,14512.82,APPROVED,Two smile activity result sea film serve similar third throughout mention.,VE001786,,RS000136,LF000005,AJ000000,BA001081,PHONE,f045df84a6cbb57dee1b11e4,bc660b37237b6490bb7fa838,1,rapid_reclaim_burst
CL0007174,PO001253,PH000383,HEALTH,2025-01-11,2025-01-16,5,11782.55,6142.04,APPROVED,Wall goal budget type police any happen them run soldier population seat.,,PR000128,,,AJ000004,BA002178,AGENT,131d5478b53f6135adf13f73,217b8a6022bc6710ec3e4b8a,0,
CL0007175,PO002178,PH000889,AUTO,2024-10-25,2024-11-08,14,21584.55,16213.57,APPROVED,Fast attorney star say fight particular owner prove support turn management week rest strong light.,VE002146,,RS000143,,AJ000020,BA000018,AGENT,d00eccf1580266b0fb709568,586d25764ee5c3c7c5f7804d,0,
CL0007176,PO001360,PH001365,HEALTH,2025-07-15,2025-07-20,5,14766.8,13587.32,PENDING,Home traditional appear effect stop against or speak young total our military oil.,,PR000074,,,AJ000003,BA001491,PHONE,e50743c5b14a426881f49313,79b8bb6cabdf2bfc34fc728f,1,shared_address_phone_cluster
CL0007177,PO001682,PH000892,AUTO,2024-06-11,2024-06-16,5,17037.89,7447.75,APPROVED,Chance short floor amount man company administration worry most up scene market.,VE002002,,RS000102,,AJ000001,BA000272,AGENT,8cdb50af363cbe8e7f9862e8,a0eb247948f67423f27c2aba,0,
CL0007178,PO000667,PH001110,AUTO,2024-01-24,2024-01-31,7,11339.56,5600.42,APPROVED,Short young move in operation thus full develop others issue.,VE000529,,RS000073,,AJ000022,BA000089,AGENT,fdac141894e895ca469eb5a5,8a3eb2dee4990bc61622daa9,0,
CL0007179,PO000908,PH001895,HOME,2024-11-08,2024-11-15,7,32730.9,16916.06,APPROVED,Hundred general no data million stand environment.,,,,LF000024,AJ000049,BA001395,PHONE,ea5762822cf6937e0aee0240,80f73545a6d6b789c4e67270,0,
CL0007180,PO000474,PH002081,HEALTH,2024-09-05,2024-09-19,14,9074.78,7769.91,APPROVED,Week economy past whom reach degree above issue risk reduce article require between both sister.,,PR000148,,,AJ000003,BA001023,PHONE,b07470033add6b8e7f4ca14f,d94ebad96eacf04eb0bba4ea,1,shared_address_phone_cluster
CL0007181,PO000480,PH001175,AUTO,2024-01-25,2024-01-30,5,13315.62,8547.78,APPROVED,Action second after police film work apply believe magazine back current market officer analysis discussion claim.,VE001533,,RS000077,,AJ000009,BA000689,AGENT,260d8269b5b433a3018666a9,10d22018483e837df0fba586,0,
CL0007182,PO000698,PH002276,HOME,2024-09-07,2024-09-09,2,4396.36,2584.42,APPROVED,Edge less camera finish turn a operation part course read draw item life open support.,,,,LF000008,AJ000028,BA001078,AGENT,1f34afcfbf13f26e0ddfa42c,dfc4bc8e34491cb479b10180,0,
CL0007183,PO002535,PH000144,HEALTH,2025-05-09,2025-05-14,5,7670.59,3468.7,APPROVED,Yes so case beautiful skill feeling according speech party.,,PR000096,,,AJ000027,BA000519,WEB,df10cc1d1d9aa2e5f91af134,c011c342d8db936369c3e4bc,0,
CL0007184,PO001668,PH001105,HEALTH,2025-08-31,2025-09-05,5,16173.35,12336.68,PENDING,Senior read no president that suddenly voice American.,,PR000147,,,AJ000028,BA002189,PHONE,5f63e0c3408999b8dd9513a6,e2df4d938ab77e2ed9a53c4b,0,
CL0007185,PO000556,PH000782,HOME,2025-12-20,2025-12-25,5,4977.43,4190.14,APPROVED,Action author whole into which nearly set leader go.,,,,,AJ000004,BA001934,PHONE,40e68415446ce601c1dad03b,fe5338969f8559db0a948d6d,0,
CL0007186,PO000965,PH000412,AUTO,2025-09-17,2025-09-20,3,20594.74,10108.57,APPROVED,Probably rock measure add also news with recent.,VE001746,,RS000040,,AJ000020,BA001438,WEB,62ef11daded8ca085e4803c0,d690365fd1c1a98d9f94b3d7,0,
CL0007187,PO000427,PH000573,AUTO,2025-07-16,2025-07-19,3,10501.62,8220.24,APPROVED,Always list good large resource skill his recognize.,VE001295,,RS000086,,AJ000018,BA000499,WEB,e7d72d35bd0a4f814135a3cc,cda4c779ca2ce9abc70479e3,0,
CL0007188,PO001942,PH000922,AUTO,2025-07-30,2025-08-06,2,13653.9,4833.64,APPROVED,Different system gun fact line out next almost instead despite investment another.,VE000906,,RS000056,,AJ000015,BA001432,PHONE,9fa907eae15f4019bae955d4,d112f80cae5175bba5b39026,1,shared_bank_account_ring
CL0007189,PO002497,PH000492,HEALTH,2025-08-15,2025-08-20,5,17924.16,11972.93,PENDING,Education bed each bank black national herself music could.,,PR000102,,,AJ000011,BA001369,PHONE,931815f2605a6061a55de3d1,12b526cfa6966349707e97ca,0,
CL0007190,PO000268,PH001628,AUTO,2025-06-11,2025-06-11,0,2988.57,1576.16,DENIED,Season process condition black light school life population.,VE000250,,RS000068,,AJ000048,BA000632,AGENT,b6ff59f18fd66662c5295819,7699a94cec9db7cc5a5bd4d5,0,
CL0007191,PO002518,PH001481,AUTO,2024-09-10,2024-09-24,2,19292.04,6929.57,DENIED,Score bag hear term past though hour tell around goal.,VE001645,,RS000002,,AJ000041,BA001641,AGENT,b463a653275c3c8792c5057a,b52061ee960005def0687fca,1,shared_bank_account_ring
CL0007192,PO001083,PH000142,HOME,2025-06-26,2025-07-03,7,3133.16,2097.11,APPROVED,According quite thank prepare church rise agreement who after least night pretty success smile fund court.,,,,,AJ000025,BA001453,PHONE,51f02f1420092cd8a79dcd66,38e966482c8dcf3342d75e54,0,
CL0007193,PO000828,PH001924,HEALTH,2025-12-17,2025-12-20,3,13344.15,6883.3,APPROVED,One attack start hope organization necessary onto call vote safe detail land throw tax technology.,,PR000243,,,AJ000028,BA001256,WEB,1120d3f1f8feb5afce49fbb5,bb49b504d15e73995b1e5629,0,
CL0007194,PO000872,PH001529,AUTO,2024-10-08,2024-10-10,2,17660.45,8797.42,APPROVED,Difference though become would plant system new.,VE000758,,RS000043,,AJ000006,BA000542,PHONE,028a723993b4e01f0b8b74c3,e035baab803e1b3ecc118524,0,
CL0007195,PO001865,PH002099,HOME,2025-03-04,2025-03-18,14,24206.43,12635.33,APPROVED,Stuff arm watch protect education sister must read man professor.,,,,,AJ000028,BA001010,WEB,5f45f872488132be661e5f69,2a6d27e167c02f1aebe47906,0,
CL0007196,PO001342,PH000364,AUTO,2024-06-27,2024-07-11,14,15871.72,11091.08,APPROVED,Outside similar box music record recent open beyond.,VE000757,,RS000162,,AJ000047,BA001912,WEB,b5ad0a8608f84c239b262fa5,0a32f1f34ee7d51deb4401f5,0,
CL0007197,PO001135,PH002412,AUTO,2025-04-04,2025-04-18,14,13327.0,5348.03,APPROVED,Strategy wife worry model month language kind seat baby Mrs gas table majority head.,VE000845,,RS000109,LF000024,AJ000033,BA000976,WEB,b2e371a68507a372563ca50f,662fe4049c5bdf33a4af8abe,0,
CL0007198,PO001354,PH000620,AUTO,2024-08-07,2024-08-10,3,10040.4,6501.4,PENDING,Simple air Republican cause economic money design group music happy.,VE001653,,RS000002,,AJ000036,BA001771,AGENT,074f3d82b82834181d4f7a0c,c6b07496826001411394efe9,0,
CL0007199,PO001811,PH001913,HOME,2024-07-21,2024-08-04,14,21252.76,16895.18,APPROVED,Morning without give why remain investment any necessary.,,,,,AJ000039,BA001217,AGENT,1a859606e75fba3c407fcea3,cc6892fa35b8ba408e5597d8,0,
CL0007200,PO001094,PH000073,HEALTH,2024-06-05,2024-06-12,7,7785.11,4831.48,APPROVED,Accept worry police second poor seat today seat course since charge deal window appear hour.,,PR000167,,,AJ000023,BA002010,WEB,48728ed2486380bc36c1b181,2df4f72172c9c51a116173da,0,
CL0007201,PO001976,PH002401,AUTO,2024-10-23,2024-11-06,14,14364.96,6178.52,APPROVED,Development energy main address recent provide civil.,VE001041,,RS000092,LF000015,AJ000033,BA001859,PHONE,8375e2dd36f143c1414335d9,6f4f7d8ae4aa52db66d15b8e,0,
CL0007202,PO001438,PH001462,HEALTH,2024-10-28,2024-11-04,7,697.34,322.15,DENIED,Interest five pressure scientist modern think whatever.,,PR000202,,,AJ000044,BA001522,WEB,4eaeec0270269171069d3207,022169014ac29026ff62e76c,0,
CL0007203,PO001204,PH002364,AUTO,2024-02-25,2024-03-01,5,5165.08,3504.1,PENDING,Eat expect process voice recent student since build significant.,VE001502,,RS000108,,AJ000013,BA001924,WEB,37cd7b2c53e7eae7baffde5a,f41f02c54150e78c3fc9e4c8,0,
CL0007204,PO001989,PH001573,AUTO,2024-05-30,2024-06-04,5,21549.76,18651.55,APPROVED,Must performance minute thus course charge form purpose fill thought politics former sort father economic seven.,VE001673,,RS000116,,AJ000049,BA002012,AGENT,8317fc5cecc57d4dbfd9475f,acb48ec39727bfb37ac058ae,1,shared_address_phone_cluster
CL0007205,PO002521,PH001416,AUTO,2024-08-25,2024-08-26,1,15909.84,8640.54,DENIED,Guess agreement young simple degree now staff.,VE002026,,RS000106,,AJ000030,BA001201,WEB,3fbffb2c6b0d8db2aff7caf0,16323ec5ba78707853b81331,0,
CL0007206,PO000478,PH001441,HOME,2025-12-23,2025-12-24,1,29636.32,20901.32,APPROVED,Edge star usually out family sport food read difference government example foot summer blood wait.,,,,LF000051,AJ000033,BA000975,AGENT,0cdc06d89720754998d2b44e,d9f41aff9125fea137144dd6,0,
CL0007207,PO001328,PH002211,AUTO,2025-03-27,2025-04-03,7,17716.54,8932.72,APPROVED,Value baby rule no develop hit her outside.,VE000950,,RS000115,,AJ000023,BA001999,PHONE,ed362c337e3662021709edfc,b6fd86489d0ceaa4b774b0ee,0,
CL0007208,PO000124,PH001154,HEALTH,2025-08-11,2025-08-11,0,11495.09,10920.34,APPROVED,Trouble forget spend address there ground much.,,PR000067,,,AJ000015,BA001975,WEB,3b8030fd2559d36114e3a16d,7a5b0d658e033b6131c1aac7,1,collusive_provider
CL0007209,PO002009,PH002129,HEALTH,2025-08-13,2025-08-20,7,16488.4,14982.62,APPROVED,Usually person her such over street foot peace page deep provide modern value trouble sell.,,PR000193,,,AJ000003,BA000466,PHONE,bdae7c961ad111a7543d1af2,6ae657ea97520256c240e931,0,
CL0007210,PO001016,PH001178,AUTO,2024-04-04,2024-04-09,2,8315.94,5195.87,APPROVED,Letter modern sister order item center civil left senior poor hit especially them.,VE001967,,RS000067,,AJ000046,BA001933,PHONE,391e649e9473ce536a160b74,f85451ffc0878935f264a925,1,shared_bank_account_ring
CL0007211,PO002569,PH002471,AUTO,2024-10-13,2024-10-20,7,18979.04,18409.67,APPROVED,Law board eight theory of four say ask arrive bring popular common just let.,VE001103,,RS000128,,AJ000005,BA000827,PHONE,1618711875a9e5557dd96be8,0df601e7477c4062b567c4be,1,adjuster_collusion
CL0007212,PO000745,PH000441,AUTO,2025-04-03,2025-04-05,2,20527.2,16391.79,APPROVED,Remain along their particular hot mean simple still environment individual financial money act.,VE000313,,RS000162,,AJ000008,BA000554,WEB,8009aea813b311a6f676509d,ff46f8f013a51e4d561eae39,0,
CL0007213,PO001542,PH000486,HOME,2024-08-10,2024-08-15,5,11705.27,7393.63,APPROVED,The short two member writer country local recently left top all conference.,,,,,AJ000036,BA000709,WEB,ac3e744ec4ceaaf601dc4de5,a36d1e3998fab98a521ca3eb,0,
CL0007214,PO001302,PH000784,HEALTH,2024-06-16,2024-06-30,1,11655.77,7614.39,PENDING,Book choice head mother issue later fund save choice.,,PR000075,,,AJ000032,BA000337,PHONE,cee5cd4170481d5a5b062684,25e055d2b9cd6b3c7eeadb62,1,rapid_reclaim_burst
CL0007215,PO001207,PH000618,HOME,2024-08-12,2024-08-26,14,10715.34,8223.24,APPROVED,Our join nice available law real area decision old body rise affect officer.,,,,LF000037,AJ000032,BA001075,PHONE,b59cbb768b59989893df41f8,78a2e1246e40585d58f5d6fd,0,
CL0007216,PO002111,PH001011,HOME,2024-10-02,2024-10-16,14,16675.88,16175.6,APPROVED,Serve cause accept hope international project agency black also.,,,,,AJ000022,BA000442,WEB,330510d692663387cdf6db1a,5ed5f681a73eccf6b5300fde,1,adjuster_collusion
CL0007217,PO001301,PH001630,HEALTH,2025-08-17,2025-08-24,7,7283.85,6872.49,APPROVED,Thought man certainly simply risk student country career light computer discover yet couple.,,PR000221,,,AJ000026,BA001631,AGENT,8765c653f69f02e45441c759,b64bdb2f466c4038755ec45f,0,
CL0007218,PO001564,PH001635,AUTO,2024-06-26,2024-07-10,14,12413.3,5256.31,APPROVED,Everybody theory deep say enter smile class game every teacher expert.,VE000618,,RS000020,,AJ000041,BA000985,WEB,1a0a187d5d36f3aa63dcfe91,80419a45f99ab9daacdedf9d,0,
CL0007219,PO001344,PH000241,HEALTH,2024-01-10,2024-01-24,14,14149.89,11742.28,APPROVED,Partner these subject again likely sport name.,,PR000141,,,AJ000028,BA001171,WEB,e79aa167fd1d38a3157184c3,5d69ccde7bf68cc0e16f04c3,0,
CL0007220,PO000402,PH002373,AUTO,2024-10-07,2024-10-12,5,4682.68,3256.56,APPROVED,Admit dog yet country language Congress method produce per opportunity produce kind research skill most office.,VE000372,,RS000075,,AJ000013,BA000716,AGENT,44ca80548f4c5e1bb89ab5cd,a5f3db03bfbc551b7b913581,0,
CL0007221,PO001557,PH002214,HEALTH,2025-09-20,2025-09-25,2,10894.58,6714.37,DENIED,Technology relate want lay study somebody probably ball clear.,,PR000001,,LF000051,AJ000014,BA000803,PHONE,d23bfb7fadde724257312e29,0d77ca5551c16984f5ffe23c,1,rapid_reclaim_burst
CL0007222,PO001818,PH001006,HEALTH,2025-04-01,2025-04-06,5,5332.71,5066.07,APPROVED,Late million visit consider partner right how positive treatment she court human present quality raise church.,,PR000067,,,AJ000037,BA000980,AGENT,223eeeb2bd0397bed1ef19d8,fef6d4fa5118cf0b65b51bba,1,collusive_provider
CL0007223,PO000722,PH001625,AUTO,2025-02-09,2025-02-16,0,7854.59,4451.8,APPROVED,She force on face director reality nature management take agree money.,VE000229,,RS000003,,AJ000029,BA001000,AGENT,0ae5cb1e67f60719fedc198e,72d6f131767f8803d300f032,1,rapid_reclaim_burst
CL0007224,PO000543,PH000875,HOME,2025-06-04,2025-06-05,1,17052.71,13980.13,APPROVED,Decision suggest finally maintain teacher wife about six growth religious west beat again career move box.,,,,,AJ000034,BA001012,WEB,662c64c08e1d528669cf1e2d,2830918440886128080ce0e6,0,
CL0007225,PO002546,PH000279,AUTO,2025-08-19,2025-08-24,5,9897.48,5352.66,APPROVED,Send citizen off message effect describe necessary control baby number physical listen mention.,VE001275,,RS000166,,AJ000041,BA001474,PHONE,8f4a57914f16e45f446e523d,dd80662a8bcf526b55db88e4,0,
CL0007226,PO001638,PH000876,AUTO,2024-05-04,2024-05-18,14,1123.48,864.99,PENDING,Program agree real wish look professional soon rise family imagine reveal response hospital while performance.,VE001717,,RS000065,,AJ000049,BA001650,AGENT,e8ab34780a8aa2eec80564a2,3581346da6fa574bccb36e6e,0,
CL0007227,PO000675,PH001924,HEALTH,2025-05-31,2025-06-14,14,15004.02,13240.12,APPROVED,Team form man yard set necessary international identify.,,PR000107,,,AJ000012,BA001492,WEB,6f1edc23813154bc13389686,f7fd7b12e0edd5757cf85ec5,0,
CL0007228,PO001014,PH002142,HEALTH,2024-01-16,2024-01-23,7,7365.01,5218.72,APPROVED,Before decision general long fund too song whose population although something science fire.,,PR000131,,,AJ000009,BA000576,PHONE,2aefec4cdd078cd8f8bd8cc6,ae211102a3c7bc43702eb983,0,
CL0007229,PO000734,PH002403,AUTO,2024-12-24,2025-01-07,14,6198.15,4471.66,APPROVED,Heavy morning else particularly now along decade record wish heavy well dream board.,VE001834,,RS000140,LF000006,AJ000035,BA001981,AGENT,a71b3d86e2d64bde43a2318d,9f77e2ed8804ba82d7d3ea7d,0,
CL0007230,PO000473,PH000182,AUTO,2025-10-07,2025-10-12,5,10531.62,6263.56,APPROVED,Worry song forget question treat treat certain news yard physical whom.,VE000780,,RS000049,,AJ000020,BA000870,AGENT,a48c26eb17904a69d679e67d,889ffd85ed2cb1ab35328c8a,0,
CL0007231,PO001336,PH001955,AUTO,2024-07-25,2024-08-08,14,15674.64,12570.69,PENDING,Water school special season expert world provide different environment force seat spring loss capital.,VE000373,,RS000063,,AJ000008,BA001448,PHONE,ae6fb5e00add39d3daa58bd1,8888166cb9e5a38c3ac810de,0,
CL0007232,PO000289,PH000615,HEALTH,2024-03-10,2024-03-24,14,13951.56,8734.39,PENDING,Cut off fund color dream every color more performance hair activity.,,PR000122,,LF000012,AJ000015,BA000516,PHONE,a1e0e7dfc6c591d938baa6f1,a4b947f2c5d0af28cce1fd10,0,
CL0007233,PO002054,PH001546,HEALTH,2025-01-03,2025-01-05,0,15678.38,12060.14,APPROVED,Late trip edge receive some visit dog pay fly land morning where.,,PR000000,,LF000017,AJ000039,BA000465,WEB,5de313fe1b6a80075631bf4e,d1a70aaf2728d21d93cd7b7d,1,rapid_reclaim_burst
CL0007234,PO000238,PH001736,HOME,2024-10-03,2024-10-17,14,24259.02,16720.87,APPROVED,Past moment food manage plan expert break actually several interest shoulder nature movie plan political.,,,,,AJ000003,BA001342,AGENT,4fc014ad933be22b0be02396,8150109693161e949869eb8b,0,
CL0007235,PO000948,PH002300,AUTO,2024-08-20,2024-09-03,14,18336.04,11004.74,APPROVED,Body put six fear type PM save partner wind.,VE000176,,RS000136,,AJ000007,BA001872,AGENT,b63e90cf408f4390d2a7b91e,12cf930e609c90612104a2b4,0,
CL0007236,PO001350,PH002437,AUTO,2025-02-27,2025-03-13,14,3977.77,3033.66,DENIED,Many me way last talk trade they own.,VE000300,,RS000103,,AJ000020,BA001068,WEB,7082f578bb3ec08b6626ce6d,cf00f5b0fd80b3a33a24c7ef,0,
CL0007237,PO001162,PH001997,HEALTH,2024-07-20,2024-07-27,7,11610.21,6239.62,DENIED,Hope sometimes food risk capital course tonight.,,PR000239,,,AJ000004,BA001457,WEB,4e164ba3070f0887e13fc627,75fda24e6607e333a3e26484,0,
CL0007238,PO001037,PH000878,AUTO,2024-08-12,2024-08-15,3,1471.1,1089.31,APPROVED,Military low election party tell once back provide maybe window discussion land too require read.,VE000259,,RS000142,,AJ000016,BA000999,AGENT,d88c18fea23829d0cd05e55b,ebdf85d642a9967cf295dbb5,0,
CL0007239,PO000379,PH001977,AUTO,2025-10-09,2025-10-10,1,14860.68,12036.25,APPROVED,Reality future set just degree show sign discussion put clear approach almost myself.,VE000166,,RS000150,LF000005,AJ000047,BA001722,WEB,96facf8923a80d73a0dcfc13,b11bdce4e5ef1e5597bb3e6a,0,
CL0007240,PO001734,PH001987,AUTO,2025-12-30,2026-01-06,7,5838.85,3043.95,DENIED,Where local against sister poor school memory ahead sound employee lawyer clearly yourself hour.,VE001014,,RS000159,,AJ000034,BA000962,WEB,9dc111fb15b5d308c60b43d9,afed1369ed321cbbe22b43e5,0,
CL0007241,PO001927,PH000488,AUTO,2024-12-03,2024-12-08,5,9001.88,6967.07,APPROVED,Religious friend senior also ten ago age financial true stock seven.,VE000768,,RS000120,,AJ000019,BA000969,PHONE,d679e8195d6d4bcee48c087d,cc017085e7372a009a578c7f,0,
CL0007242,PO000213,PH000367,HEALTH,2024-02-24,2024-02-27,0,9798.44,4375.4,PENDING,Send hospital present responsibility black model attention heart around hair nor learn involve peace kitchen own.,,PR000151,,,AJ000004,BA001803,WEB,9b586f76378eac0e571871cb,e6ec03133e2855fe32b42212,1,rapid_reclaim_burst
CL0007243,PO002554,PH000551,AUTO,2025-07-10,2025-07-17,7,13251.4,12377.79,APPROVED,Beat prepare student box join food exactly ago sort yourself near.,VE001497,,RS000179,LF000033,AJ000035,BA001814,WEB,2799d44450c7803443204aa7,c0cf75f9cdffb8c7515da80c,0,
CL0007244,PO002040,PH000551,HOME,2024-08-11,2024-08-16,2,7173.18,3280.11,APPROVED,Use sure truth half cold defense put cost thank reality employee.,,,,,AJ000018,BA000141,PHONE,d825f72b6e89ec52da85baf8,ba81cccb7c8713181579fb4c,1,shared_bank_account_ring
CL0007245,PO000188,PH000234,HEALTH,2024-09-05,2024-09-08,3,10932.23,8636.76,APPROVED,Son parent far full trial picture all.,,PR000190,,,AJ000043,BA001110,WEB,20d6d980f4cbfa394de03a59,d0fa52d6a0ed9355edb97742,0,
CL0007246,PO000984,PH000257,AUTO,2025-01-26,2025-02-02,7,14932.87,7878.67,PENDING,Challenge report media anything impact phone wrong face rich name.,VE000807,,RS000138,,AJ000042,BA000990,AGENT,dc8c76d71bf4967ab35f544b,a90cca7ecd7fed5165aa52de,0,
CL0007247,PO000136,PH000842,AUTO,2025-04-23,2025-04-28,5,14189.29,9452.89,APPROVED,Interesting art partner town certain read life debate strategy by democratic.,VE002017,,RS000104,,AJ000021,BA001331,WEB,7f601272fe2f3613e1a9b678,8a7c9b60f3e9af5a397f48d7,0,
